CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,_count,_sum,_mean,class,time
0600200010708,06,002,0001,0708,7448.0,7428.450302447056,0.9973751748720537,Velocity,22200
0600200011458,06,002,0001,1458,4035.0,710.5612022164797,0.17609943053692187,Velocity,22200
0600200010318,06,002,0001,0318,9360.0,8870.47614835529,0.9477004432003515,Velocity,22200
0600200010680,06,002,0001,0680,6651.0,799.6104108226685,0.12022408823074253,Velocity,22200
0600200010712,06,002,0001,0712,5920.0,926.6720847802497,0.15653244675342057,Velocity,22200
0600200010746,06,002,0001,0746,5633.0,988.2280678710008,0.1754354816032311,Velocity,22200
0600200010750,06,002,0001,0750,8149.0,3023.255464370103,0.370997111838275,Velocity,22200
0600200010765,06,002,0001,0765,8433.0,2248.2280349860553,0.2665988420474393,Velocity,22200
0600200010816,06,002,0001,0816,4271.0,997.4184215393303,0.2335327608380544,Velocity,22200
0600200011123,06,002,0001,1123,4067.0,1068.9988829629701,0.26284703293901407,Velocity,22200
0600200011227,06,002,0001,1227,8666.0,975.9499739034975,0.11261827531773569,Velocity,22200
0600200011265,06,002,0001,1265,8472.0,6919.728874414307,0.8167763071782704,Velocity,22200
060020001127A,06,002,0001,127A,9295.0,8352.796405650992,0.8986332873212471,Velocity,22200
0600200010801,06,002,0001,0801,9970.0,4451.66309835129,0.4465058273170802,Velocity,22200
0600200010835,06,002,0001,0835,7818.0,2254.0865043580834,0.28832009521080626,Velocity,22200
0600200010924,06,002,0001,0924,8984.0,2596.2772912784967,0.2889890128315335,Velocity,22200
0600200011439,06,002,0001,1439,4461.0,265.0427896332904,0.05941331307628119,Velocity,22200
0600200011462,06,002,0001,1462,7447.0,7253.883973285994,0.9740679432370074,Velocity,22200
0600200010322,06,002,0001,0322,5809.0,901.2661110324019,0.155149958862524,Velocity,22200
060020001077A,06,002,0001,077A,7563.0,1897.703225090718,0.2509193739376858,Velocity,22200
0600200010981,06,002,0001,0981,2127.0,559.1524836921,0.2628831611152327,Velocity,22200
0600200011513,06,002,0001,1513,14510.0,11269.16316721345,0.776648047361368,Velocity,22200
0600200011528,06,002,0001,1528,3977.0,649.2109047262487,0.16324136402470424,Velocity,22200
0600200011301,06,002,0001,1301,12074.0,5264.648503225617,0.4360318455545484,Velocity,22200
0600200011053,06,002,0001,1053,7387.0,2281.666727116699,0.3088759614345064,Velocity,22200
0600200011072,06,002,0001,1072,6196.0,2527.036000466404,0.40784958044971015,Velocity,22200
0600200010731,06,002,0001,0731,10178.0,6648.8798483504,0.653259957589939,Velocity,22200
060020001166A,06,002,0001,166A,1685.0,159.16573299799992,0.0944603756664688,Velocity,22200
0600200011710,06,002,0001,1710,2886.0,609.0155191150009,0.2110240883974362,Velocity,22200
060020001006A,06,002,0001,006A,1234.0,295.6341006436004,0.2395738254810376,Velocity,22200
0600200010074,06,002,0001,0074,489.0,119.45759680235005,0.2442895640129858,Velocity,22200
0600200011655,06,002,0001,1655,5745.0,1444.0065786777045,0.2513501442432906,Velocity,22200
0600200011636,06,002,0001,1636,2381.0,644.2304995059793,0.270571398364544,Velocity,22200
0601000010362,06,010,0001,0362,4025.0,285.93268689039013,0.07103917686717767,Velocity,22200
0600200011640,06,002,0001,1640,2990.0,1724.558647317004,0.5767754673301017,Velocity,22500
0600200011617,06,002,0001,1617,6198.0,6712.29998751649,1.0829783781085012,Velocity,22500
0600200011621,06,002,0001,1621,3495.0,416.5227651124106,0.11917675682758529,Velocity,22500
0600200010676,06,002,0001,0676,8189.0,5470.926256317252,0.6680823368320006,Velocity,22500
0600200010727,06,002,0001,0727,13988.0,3635.40211579151,0.25989434628192093,Velocity,22500
0600200011142,06,002,0001,1142,9435.0,3707.473660134732,0.39294898358608715,Velocity,22500
0600200010411,06,002,0001,0411,9383.0,8476.058379609864,0.9033420419492554,Velocity,22500
0600200011481,06,002,0001,1481,5539.0,975.3448776290393,0.1760868166869542,Velocity,22500
0600200011068,06,002,0001,1068,13726.0,7309.409132228383,0.5325228859265906,Velocity,22500
0600200010708,06,002,0001,0708,7452.0,7428.802229651058,0.9968870410159767,Velocity,22500
0600200011458,06,002,0001,1458,4038.0,710.7753080224793,0.17602162160041587,Velocity,22500
0600200010318,06,002,0001,0318,9361.0,8870.505900569287,0.9476023822849362,Velocity,22500
0600200010680,06,002,0001,0680,6657.0,800.0939554136687,0.12018836644339323,Velocity,22500
0600200010712,06,002,0001,0712,5930.0,927.2932608602498,0.15637323117373522,Velocity,22500
0600200010746,06,002,0001,0746,5642.0,988.6566268000003,0.17523158929457644,Velocity,22500
0600200010750,06,002,0001,0750,8159.0,3023.785154091109,0.37060732370279553,Velocity,22500
0600200010765,06,002,0001,0765,8450.0,2249.466479818051,0.2662090508660416,Velocity,22500
0600200010816,06,002,0001,0816,4280.0,997.7359042963303,0.2331158654897968,Velocity,22500
0600200011123,06,002,0001,1123,4070.0,1069.10287997397,0.2626788402884447,Velocity,22500
0600200011227,06,002,0001,1227,8685.0,977.2303137724982,0.11251932225359795,Velocity,22500
0600200011265,06,002,0001,1265,8479.0,6920.789007548113,0.816227032379775,Velocity,22500
060020001127A,06,002,0001,127A,9311.0,8354.89051192099,0.8973139847407358,Velocity,22500
0600200010801,06,002,0001,0801,9993.0,4453.2704573092005,0.44563899302603827,Velocity,22500
0600200010835,06,002,0001,0835,7822.0,2254.221819770084,0.2881899539465717,Velocity,22500
0600200010924,06,002,0001,0924,8992.0,2596.6424354523983,0.2887725128394571,Velocity,22500
0600200011439,06,002,0001,1439,4472.0,265.2894906146903,0.05932233689952824,Velocity,22500
0600200011462,06,002,0001,1462,7457.0,7254.742674145998,0.9728768504956413,Velocity,22500
0600200010322,06,002,0001,0322,5823.0,901.7159129642022,0.15485418391966377,Velocity,22500
060020001077A,06,002,0001,077A,7577.0,1898.526559938619,0.2505644133481086,Velocity,22500
0600200010981,06,002,0001,0981,2130.0,559.2595151180999,0.2625631526376056,Velocity,22500
0600200011513,06,002,0001,1513,14516.0,11270.051730000454,0.7763882426288546,Velocity,22500
0600200011528,06,002,0001,1528,3991.0,649.5420174322484,0.1627516956733271,Velocity,22500
0600200011301,06,002,0001,1301,12087.0,5265.152315118618,0.43560455986751206,Velocity,22500
0600200011053,06,002,0001,1053,7395.0,2282.0285905516976,0.30859074922943847,Velocity,22500
0600200011072,06,002,0001,1072,6203.0,2527.2125277874034,0.40741778619819496,Velocity,22500
0600200010731,06,002,0001,0731,10183.0,6649.123653436399,0.652963139883767,Velocity,22500
060020001166A,06,002,0001,166A,1686.0,159.12293107499988,0.09437896267793587,Velocity,22500
0600200011710,06,002,0001,1710,2889.0,609.1566592760009,0.21085381075666354,Velocity,22500
060020001006A,06,002,0001,006A,1240.0,296.04141031860036,0.23874307283758092,Velocity,22500
0600200010074,06,002,0001,0074,490.0,119.50082831235008,0.24387924145377568,Velocity,22500
0600200011655,06,002,0001,1655,5751.0,1445.3165767057048,0.25131569756663275,Velocity,22500
0600200011636,06,002,0001,1636,2388.0,644.4970790729798,0.269889899109288,Velocity,22500
0601000010362,06,010,0001,0362,4031.0,286.27373791799,0.0710180446335872,Velocity,22500
0600200011640,06,002,0001,1640,2991.0,1724.613021878004,0.5766008097218335,Velocity,22800
0600200011617,06,002,0001,1617,6203.0,6712.548082297489,1.082145426776961,Velocity,22800
0600200011621,06,002,0001,1621,3512.0,417.0116542501104,0.11873908150629567,Velocity,22800
0600200010676,06,002,0001,0676,8198.0,5471.425414074953,0.6674097845907481,Velocity,22800
0600200010727,06,002,0001,0727,14006.0,3635.96425079941,0.259600474853592,Velocity,22800
0600200011142,06,002,0001,1142,9450.0,3708.0193965617295,0.39238300492716716,Velocity,22800
0600200010411,06,002,0001,0411,9395.0,8476.74102876786,0.9022608865106823,Velocity,22800
0600200011481,06,002,0001,1481,5554.0,975.9253156310393,0.17571575722561025,Velocity,22800
0600200011068,06,002,0001,1068,13740.0,7309.892699798388,0.5320154803346716,Velocity,22800
0600200010708,06,002,0001,0708,7454.0,7428.923043529057,0.996635771871352,Velocity,22800
0600200011458,06,002,0001,1458,4043.0,710.9903038939792,0.17585711201928747,Velocity,22800
0600200010318,06,002,0001,0318,9375.0,8871.003880303282,0.9462404138990168,Velocity,22800
0600200010680,06,002,0001,0680,6666.0,800.582904730668,0.12009944565416562,Velocity,22800
0600200010712,06,002,0001,0712,5938.0,927.5124186292502,0.15619946423530653,Velocity,22800
0600200010746,06,002,0001,0746,5657.0,989.0708452530006,0.17484017062983925,Velocity,22800
0600200010750,06,002,0001,0750,8176.0,3024.646608379102,0.36994209985067295,Velocity,22800
0600200010765,06,002,0001,0765,8461.0,2250.2379089550495,0.2659541317758007,Velocity,22800
0600200010816,06,002,0001,0816,4290.0,998.072732753331,0.23265098665578812,Velocity,22800
0600200011123,06,002,0001,1123,4077.0,1069.3055373709703,0.2622775416656783,Velocity,22800
0600200011227,06,002,0001,1227,8708.0,978.2876580604977,0.1123435528319359,Velocity,22800
0600200011265,06,002,0001,1265,8483.0,6921.756022664508,0.8159561502610525,Velocity,22800
060020001127A,06,002,0001,127A,9331.0,8356.46896170999,0.8955598501457497,Velocity,22800
0600200010801,06,002,0001,0801,10011.0,4455.1297140122015,0.445023445611048,Velocity,22800
0600200010835,06,002,0001,0835,7830.0,2254.627434218685,0.28794730960647313,Velocity,22800
0600200010924,06,002,0001,0924,9004.0,2596.8833070009077,0.2884144054865513,Velocity,22800
0600200011439,06,002,0001,1439,4480.0,265.48677197169013,0.05926044017225226,Velocity,22800
0600200011462,06,002,0001,1462,7463.0,7255.393489149992,0.9721818959064709,Velocity,22800
0600200010322,06,002,0001,0322,5835.0,902.0908434405026,0.15459997316889504,Velocity,22800
060020001077A,06,002,0001,077A,7600.0,1899.8375399476165,0.24997862367731796,Velocity,22800
0600200010981,06,002,0001,0981,2135.0,559.4539321310998,0.26203931247358303,Velocity,22800
0600200011513,06,002,0001,1513,14531.0,11271.084862568463,0.7756578943340763,Velocity,22800
0600200011528,06,002,0001,1528,3996.0,649.628911211249,0.16256979760041268,Velocity,22800
0600200011301,06,002,0001,1301,12101.0,5266.178322619612,0.43518538324267514,Velocity,22800
0600200011053,06,002,0001,1053,7402.0,2282.5224914416976,0.30836564326421206,Velocity,22800
0600200011072,06,002,0001,1072,6209.0,2527.3570213040043,0.40704735405121667,Velocity,22800
0600200010731,06,002,0001,0731,10185.0,6649.242275084603,0.6528465660367798,Velocity,22800
060020001166A,06,002,0001,166A,1691.0,159.3749952289999,0.0942489622879952,Velocity,22800
0600200011710,06,002,0001,1710,2892.0,609.1869814460009,0.21064556758160474,Velocity,22800
060020001006A,06,002,0001,006A,1240.0,295.9989842286004,0.2387088582488713,Velocity,22800
0600200010074,06,002,0001,0074,490.0,119.51152553935007,0.24390107252928586,Velocity,22800
0600200011655,06,002,0001,1655,5760.0,1446.1129402597044,0.2510612743506431,Velocity,22800
0600200011636,06,002,0001,1636,2389.0,644.5729035679797,0.2698086662067726,Velocity,22800
0601000010362,06,010,0001,0362,4049.0,286.7228603299902,0.07081325273647573,Velocity,22800
0600200011640,06,002,0001,1640,3000.0,1725.0864698690038,0.575028823289668,Velocity,23100
0600200011617,06,002,0001,1617,6229.0,6713.138629536984,1.0777233311184755,Velocity,23100
0600200011621,06,002,0001,1621,3528.0,417.51817184711024,0.11834415301788839,Velocity,23100
0600200010676,06,002,0001,0676,8229.0,5472.957924134949,0.6650817747156337,Velocity,23100
0600200010727,06,002,0001,0727,14056.0,3638.7800015292055,0.25887734786064354,Velocity,23100
0600200011142,06,002,0001,1142,9484.0,3709.056694280731,0.39108569108822555,Velocity,23100
0600200010411,06,002,0001,0411,9425.0,8477.88498535216,0.8995103432734388,Velocity,23100
0600200011481,06,002,0001,1481,5587.0,978.0590942680386,0.17505979850868778,Velocity,23100
0600200011068,06,002,0001,1068,13795.0,7312.877585848087,0.5301107347479584,Velocity,23100
0600200010708,06,002,0001,0708,7462.0,7429.339636872057,0.995623108666853,Velocity,23100
0600200011458,06,002,0001,1458,4057.0,711.2926672489788,0.17532478857505024,Velocity,23100
0600200010318,06,002,0001,0318,9386.0,8871.937448129278,0.9452309235168632,Velocity,23100
0600200010680,06,002,0001,0680,6708.0,802.6826683612683,0.11966050512243116,Velocity,23100
0600200010712,06,002,0001,0712,5970.0,928.8997665557505,0.15559460076310727,Velocity,23100
0600200010746,06,002,0001,0746,5690.0,990.9957047679998,0.17416444723514934,Velocity,23100
0600200010750,06,002,0001,0750,8212.0,3026.6400274591006,0.3685630817655992,Velocity,23100
0600200010765,06,002,0001,0765,8503.0,2252.060058086149,0.2648547639757908,Velocity,23100
0600200010816,06,002,0001,0816,4321.0,999.6170217882315,0.23133927835876683,Velocity,23100
0600200011123,06,002,0001,1123,4107.0,1070.53743856797,0.2606616602308181,Velocity,23100
0600200011227,06,002,0001,1227,8774.0,982.1201210674974,0.1119352770763047,Velocity,23100
0600200011265,06,002,0001,1265,8497.0,6922.569314308507,0.8147074631409329,Velocity,23100
060020001127A,06,002,0001,127A,9362.0,8358.90221934389,0.8928543280649317,Velocity,23100
0600200010801,06,002,0001,0801,10059.0,4458.316189378199,0.4432166407573515,Velocity,23100
0600200010835,06,002,0001,0835,7870.0,2256.131697965681,0.28667492985586795,Velocity,23100
0600200010924,06,002,0001,0924,9033.0,2598.6083335329063,0.28767943468757956,Velocity,23100
0600200011439,06,002,0001,1439,4498.0,266.1386488954896,0.05916821896298124,Velocity,23100
0600200011462,06,002,0001,1462,7476.0,7256.201512126992,0.9705994532005072,Velocity,23100
0600200010322,06,002,0001,0322,5859.0,902.5384652625023,0.1540430901625708,Velocity,23100
060020001077A,06,002,0001,077A,7654.0,1903.032230583818,0.24863237922443404,Velocity,23100
0600200010981,06,002,0001,0981,2146.0,559.9835433940998,0.26094293727590856,Velocity,23100
0600200011513,06,002,0001,1513,14561.0,11273.22715897305,0.7742069335191986,Velocity,23100
0600200011528,06,002,0001,1528,4016.0,649.9370155762484,0.16183690626898617,Velocity,23100
0600200011301,06,002,0001,1301,12142.0,5268.75801044262,0.4339283487434212,Velocity,23100
0600200011053,06,002,0001,1053,7440.0,2284.4475540496965,0.30704940242603446,Velocity,23100
0600200011072,06,002,0001,1072,6239.0,2528.860694928004,0.4053310939137688,Velocity,23100
0600200010731,06,002,0001,0731,10195.0,6649.557708487607,0.6522371464921635,Velocity,23100
060020001166A,06,002,0001,166A,1712.0,162.077320126,0.09467133184929906,Velocity,23100
0600200011710,06,002,0001,1710,2898.0,609.4292724020004,0.21029305465907536,Velocity,23100
060020001006A,06,002,0001,006A,1248.0,296.56855380660045,0.2376350591399042,Velocity,23100
0600200010074,06,002,0001,0074,494.0,119.81986009335003,0.24255032407560734,Velocity,23100
0600200011655,06,002,0001,1655,5803.0,1448.977881753704,0.24969462032633188,Velocity,23100
0600200011636,06,002,0001,1636,2402.0,645.0036933259789,0.2685277657477015,Velocity,23100
0601000010362,06,010,0001,0362,4067.0,287.46843048499034,0.07068316461396369,Velocity,23100
0600200011640,06,002,0001,1640,3011.0,1725.9534696900039,0.5732160311159096,Velocity,23400
0600200011617,06,002,0001,1617,6247.0,6713.83638045328,1.0747296911242645,Velocity,23400
0600200011621,06,002,0001,1621,3539.0,418.0982131121105,0.11814021280364806,Velocity,23400
0600200010676,06,002,0001,0676,8260.0,5474.495945333951,0.662771906214764,Velocity,23400
0600200010727,06,002,0001,0727,14117.0,3642.799916500213,0.25804348774528674,Velocity,23400
0600200011142,06,002,0001,1142,9525.0,3711.4279384237325,0.3896512271311005,Velocity,23400
0600200010411,06,002,0001,0411,9455.0,8479.534138649558,0.896830686266479,Velocity,23400
0600200011481,06,002,0001,1481,5622.0,980.2293201710385,0.17435598010868703,Velocity,23400
0600200011068,06,002,0001,1068,13857.0,7316.673803014985,0.5280128312776925,Velocity,23400
0600200010708,06,002,0001,0708,7476.0,7430.071488087056,0.9938565393374875,Velocity,23400
0600200011458,06,002,0001,1458,4073.0,712.0112509964787,0.17481248489970014,Velocity,23400
0600200010318,06,002,0001,0318,9397.0,8873.159917774277,0.9442545405740425,Velocity,23400
0600200010680,06,002,0001,0680,6729.0,805.4926187782685,0.11970465429904421,Velocity,23400
0600200010712,06,002,0001,0712,6001.0,930.7940596097005,0.1551064921862524,Velocity,23400
0600200010746,06,002,0001,0746,5706.0,992.4660031974,0.17393375450357518,Velocity,23400
0600200010750,06,002,0001,0750,8250.0,3028.3654360401024,0.3670745983078912,Velocity,23400
0600200010765,06,002,0001,0765,8547.0,2254.883998954649,0.26382169169938563,Velocity,23400
0600200010816,06,002,0001,0816,4343.0,1000.8473380362315,0.2304506880120266,Velocity,23400
0600200011123,06,002,0001,1123,4137.0,1072.0791888315687,0.25914411139269244,Velocity,23400
0600200011227,06,002,0001,1227,8804.0,983.8454095219972,0.11174981934597879,Velocity,23400
0600200011265,06,002,0001,1265,8515.0,6923.59800030371,0.8131060481859906,Velocity,23400
060020001127A,06,002,0001,127A,9386.0,8360.84823727559,0.8907786317148508,Velocity,23400
0600200010801,06,002,0001,0801,10109.0,4461.872794696195,0.4413762780389945,Velocity,23400
0600200010835,06,002,0001,0835,7912.0,2258.4436069496824,0.2854453497155817,Velocity,23400
0600200010924,06,002,0001,0924,9068.0,2600.4369758321045,0.28677072958007327,Velocity,23400
0600200011439,06,002,0001,1439,4535.0,267.65425353488985,0.05901968104407714,Velocity,23400
0600200011462,06,002,0001,1462,7497.0,7257.371156891889,0.9680367022664917,Velocity,23400
0600200010322,06,002,0001,0322,5887.0,903.2083605739019,0.15342421616679155,Velocity,23400
060020001077A,06,002,0001,077A,7703.0,1905.6538050330093,0.24739112099610663,Velocity,23400
0600200010981,06,002,0001,0981,2155.0,560.5122454501,0.2600984897680278,Velocity,23400
0600200011513,06,002,0001,1513,14598.0,11274.66006467405,0.7723427911134436,Velocity,23400
0600200011528,06,002,0001,1528,4035.0,650.4407321992479,0.16119968579907012,Velocity,23400
0600200011301,06,002,0001,1301,12207.0,5272.6613561886315,0.4319375240590343,Velocity,23400
0600200011053,06,002,0001,1053,7461.0,2286.147158934696,0.30641296862815925,Velocity,23400
0600200011072,06,002,0001,1072,6268.0,2530.1243616140027,0.403657364648054,Velocity,23400
0600200010731,06,002,0001,0731,10205.0,6650.000181966304,0.6516413701093879,Velocity,23400
060020001166A,06,002,0001,166A,1719.0,162.64981520599994,0.09461885701337984,Velocity,23400
0600200011710,06,002,0001,1710,2899.0,609.6353295480003,0.21029159349706805,Velocity,23400
060020001006A,06,002,0001,006A,1257.0,297.28800219500056,0.2365059683333338,Velocity,23400
0600200010074,06,002,0001,0074,496.0,120.07314313435,0.24208294986764115,Velocity,23400
0600200011655,06,002,0001,1655,5831.0,1451.5024867367044,0.24892856915395378,Velocity,23400
0600200011636,06,002,0001,1636,2414.0,645.5122135344787,0.2674035681584419,Velocity,23400
0601000010362,06,010,0001,0362,4093.0,288.62618577999035,0.07051702559980219,Velocity,23400
0600200011640,06,002,0001,1640,3035.0,1727.1259001050034,0.5690694893261955,Velocity,23700
0600200011617,06,002,0001,1617,6289.0,6716.213908966677,1.0679303401123672,Velocity,23700
0600200011621,06,002,0001,1621,3564.0,419.1910842004103,0.11761814932671444,Velocity,23700
0600200010676,06,002,0001,0676,8323.0,5478.249270916553,0.6582060880591797,Velocity,23700
0600200010727,06,002,0001,0727,14210.0,3650.1832389082097,0.25687426030318156,Velocity,23700
0600200011142,06,002,0001,1142,9572.0,3714.7327186025386,0.3880832342877704,Velocity,23700
0600200010411,06,002,0001,0411,9521.0,8484.282904861746,0.891112583222534,Velocity,23700
0600200011481,06,002,0001,1481,5681.0,985.0946179060393,0.17340162258511516,Velocity,23700
0600200011068,06,002,0001,1068,13940.0,7322.288197168999,0.5252717501555954,Velocity,23700
0600200010708,06,002,0001,0708,7505.0,7432.772860536554,0.9903761306511064,Velocity,23700
0600200011458,06,002,0001,1458,4097.0,713.144504972979,0.17406504880961166,Velocity,23700
0600200010318,06,002,0001,0318,9414.0,8875.036466549287,0.9427487217494462,Velocity,23700
0600200010680,06,002,0001,0680,6781.0,809.8368955568699,0.11942735519198788,Velocity,23700
0600200010712,06,002,0001,0712,6058.0,934.3803372476984,0.15423907844960358,Velocity,23700
0600200010746,06,002,0001,0746,5771.0,997.2249012404001,0.17279932442217988,Velocity,23700
0600200010750,06,002,0001,0750,8327.0,3033.0961561461013,0.36424836749682976,Velocity,23700
0600200010765,06,002,0001,0765,8608.0,2258.568420856649,0.2623801604155029,Velocity,23700
0600200010816,06,002,0001,0816,4369.0,1002.6534252625012,0.2294926585631726,Velocity,23700
0600200011123,06,002,0001,1123,4174.0,1074.0598285863698,0.25732147306812886,Velocity,23700
0600200011227,06,002,0001,1227,8908.0,991.874805335377,0.11134652058098081,Velocity,23700
0600200011265,06,002,0001,1265,8538.0,6924.919501155712,0.8110704498894018,Velocity,23700
060020001127A,06,002,0001,127A,9440.0,8363.753446607498,0.8859908312084214,Velocity,23700
0600200010801,06,002,0001,0801,10155.0,4465.722522823205,0.4397560337590551,Velocity,23700
0600200010835,06,002,0001,0835,7966.0,2262.5817513933825,0.2840298457686897,Velocity,23700
0600200010924,06,002,0001,0924,9122.0,2603.564981465406,0.285416025155164,Velocity,23700
0600200011439,06,002,0001,1439,4567.0,269.3253093819897,0.05897204059163339,Velocity,23700
0600200011462,06,002,0001,1462,7544.0,7260.008856772783,0.9623553627747591,Velocity,23700
0600200010322,06,002,0001,0322,5933.0,905.423397124502,0.1526080224379744,Velocity,23700
060020001077A,06,002,0001,077A,7740.0,1909.0674721473108,0.24664954420507892,Velocity,23700
0600200010981,06,002,0001,0981,2166.0,562.2953872440996,0.2596008251357801,Velocity,23700
0600200011513,06,002,0001,1513,14645.0,11277.348946442029,0.7700477259434639,Velocity,23700
0600200011528,06,002,0001,1528,4053.0,651.407206854248,0.16072223213773698,Velocity,23700
0600200011301,06,002,0001,1301,12313.0,5282.1393564636355,0.42898882128349186,Velocity,23700
0600200011053,06,002,0001,1053,7499.0,2288.9514963742963,0.30523423074733913,Velocity,23700
0600200011072,06,002,0001,1072,6320.0,2532.9034535107007,0.40077586289726275,Velocity,23700
0600200010731,06,002,0001,0731,10217.0,6650.791697274304,0.6509534792281789,Velocity,23700
060020001166A,06,002,0001,166A,1732.0,163.9207300269999,0.09464245382621242,Velocity,23700
0600200011710,06,002,0001,1710,2916.0,610.4618145380001,0.20934904476611801,Velocity,23700
060020001006A,06,002,0001,006A,1283.0,300.1955917940005,0.23397941683086557,Velocity,23700
0600200010074,06,002,0001,0074,499.0,120.82922629334998,0.2421427380628256,Velocity,23700
0600200011655,06,002,0001,1655,5881.0,1455.7744486097035,0.24753859013938165,Velocity,23700
0600200011636,06,002,0001,1636,2436.0,647.1069637114794,0.2656432527551229,Velocity,23700
0601000010362,06,010,0001,0362,4132.0,291.3094262775902,0.07050082920561235,Velocity,23700
0600200011640,06,002,0001,1640,0.0,0.0,,Velocity,2400
0600200011617,06,002,0001,1617,0.0,0.0,,Velocity,2400
0600200011621,06,002,0001,1621,0.0,0.0,,Velocity,2400
0600200010676,06,002,0001,0676,0.0,0.0,,Velocity,2400
0600200010727,06,002,0001,0727,0.0,0.0,,Velocity,2400
0600200011142,06,002,0001,1142,0.0,0.0,,Velocity,2400
0600200010411,06,002,0001,0411,0.0,0.0,,Velocity,2400
0600200011481,06,002,0001,1481,0.0,0.0,,Velocity,2400
0600200011068,06,002,0001,1068,0.0,0.0,,Velocity,2400
0600200010708,06,002,0001,0708,0.0,0.0,,Velocity,2400
0600200011458,06,002,0001,1458,0.0,0.0,,Velocity,2400
0600200010318,06,002,0001,0318,0.0,0.0,,Velocity,2400
0600200010680,06,002,0001,0680,0.0,0.0,,Velocity,2400
0600200010712,06,002,0001,0712,0.0,0.0,,Velocity,2400
0600200010746,06,002,0001,0746,0.0,0.0,,Velocity,2400
0600200010750,06,002,0001,0750,0.0,0.0,,Velocity,2400
0600200010765,06,002,0001,0765,0.0,0.0,,Velocity,2400
0600200010816,06,002,0001,0816,0.0,0.0,,Velocity,2400
0600200011123,06,002,0001,1123,0.0,0.0,,Velocity,2400
0600200011227,06,002,0001,1227,0.0,0.0,,Velocity,2400
0600200011265,06,002,0001,1265,0.0,0.0,,Velocity,2400
060020001127A,06,002,0001,127A,0.0,0.0,,Velocity,2400
0600200010801,06,002,0001,0801,0.0,0.0,,Velocity,2400
0600200010835,06,002,0001,0835,0.0,0.0,,Velocity,2400
0600200010924,06,002,0001,0924,0.0,0.0,,Velocity,2400
0600200011439,06,002,0001,1439,0.0,0.0,,Velocity,2400
0600200011462,06,002,0001,1462,0.0,0.0,,Velocity,2400
0600200010322,06,002,0001,0322,0.0,0.0,,Velocity,2400
060020001077A,06,002,0001,077A,0.0,0.0,,Velocity,2400
0600200010981,06,002,0001,0981,0.0,0.0,,Velocity,2400
0600200011513,06,002,0001,1513,0.0,0.0,,Velocity,2400
0600200011528,06,002,0001,1528,0.0,0.0,,Velocity,2400
0600200011301,06,002,0001,1301,0.0,0.0,,Velocity,2400
0600200011053,06,002,0001,1053,0.0,0.0,,Velocity,2400
0600200011072,06,002,0001,1072,0.0,0.0,,Velocity,2400
0600200010731,06,002,0001,0731,0.0,0.0,,Velocity,2400
060020001166A,06,002,0001,166A,0.0,0.0,,Velocity,2400
0600200011710,06,002,0001,1710,0.0,0.0,,Velocity,2400
060020001006A,06,002,0001,006A,5.0,5.9161929,1.18323858,Velocity,2400
0600200010074,06,002,0001,0074,0.0,0.0,,Velocity,2400
0600200011655,06,002,0001,1655,0.0,0.0,,Velocity,2400
0600200011636,06,002,0001,1636,0.0,0.0,,Velocity,2400
0601000010362,06,010,0001,0362,0.0,0.0,,Velocity,2400
0600200011640,06,002,0001,1640,3056.0,1728.420312706004,0.5655825630582474,Velocity,24000
0600200011617,06,002,0001,1617,6329.0,6717.670408863674,1.0614110299990005,Velocity,24000
0600200011621,06,002,0001,1621,3587.0,419.91022987341034,0.11706446330454708,Velocity,24000
0600200010676,06,002,0001,0676,8365.0,5480.377309707556,0.6551556855597797,Velocity,24000
0600200010727,06,002,0001,0727,14292.0,3657.1370772472087,0.2558870051250496,Velocity,24000
0600200011142,06,002,0001,1142,9618.0,3717.3732492385407,0.3865016894612748,Velocity,24000
0600200010411,06,002,0001,0411,9570.0,8487.68578631376,0.8869055158112601,Velocity,24000
0600200011481,06,002,0001,1481,5753.0,989.8376795930393,0.1720559151039526,Velocity,24000
0600200011068,06,002,0001,1068,14019.0,7327.46911683199,0.5226812980121257,Velocity,24000
0600200010708,06,002,0001,0708,7522.0,7433.465563453553,0.9882299339874439,Velocity,24000
0600200011458,06,002,0001,1458,4122.0,714.1414824154791,0.1732512087373797,Velocity,24000
0600200010318,06,002,0001,0318,9447.0,8877.365580462283,0.9397020832499505,Velocity,24000
0600200010680,06,002,0001,0680,6829.0,814.0036367078693,0.11919807244221252,Velocity,24000
0600200010712,06,002,0001,0712,6099.0,937.4596691518984,0.15370711086274774,Velocity,24000
0600200010746,06,002,0001,0746,5826.0,1000.0461673707996,0.1716522772692756,Velocity,24000
0600200010750,06,002,0001,0750,8389.0,3036.5507557438937,0.361968143490749,Velocity,24000
0600200010765,06,002,0001,0765,8659.0,2262.261491292647,0.26126128782684455,Velocity,24000
0600200010816,06,002,0001,0816,4406.0,1004.2350013475007,0.2279244215495916,Velocity,24000
0600200011123,06,002,0001,1123,4211.0,1075.7058263165707,0.25545139546819534,Velocity,24000
0600200011227,06,002,0001,1227,8988.0,999.3287113118763,0.11118476983888255,Velocity,24000
0600200011265,06,002,0001,1265,8557.0,6925.666534715711,0.809356846408287,Velocity,24000
060020001127A,06,002,0001,127A,9504.0,8366.8653257175,0.8803519913423294,Velocity,24000
